State,ICD.Chapter,Year,Deaths,Population,Crude.Rate,GDP,gdp_per_cap,Division,Region,national_crude_rate,ICD.Labels
NJ,Neoplasms,2006,17663,8661679,203.9,4.57593E+11,52829.61,Middle Atlantic,Northeast,192.3755511,Neoplasms
NJ,Neoplasms,2007,17533,8677885,202,4.74868E+11,54721.62,Middle Atlantic,Northeast,191.5734448,Neoplasms
NJ,Neoplasms,2008,17349,8711090,199.2,4.96227E+11,56965,Middle Atlantic,Northeast,190.7104595,Neoplasms
NJ,Diseases of the nervous system,2006,3034,8661679,35,4.57593E+11,52829.61,Middle Atlantic,Northeast,41.2108842,Nervous system diseases
NJ,Diseases of the nervous system,2007,3300,8677885,38,4.74868E+11,54721.62,Middle Atlantic,Northeast,42.15931054,Nervous system diseases
NJ,Diseases of the nervous system,2008,3323,8711090,38.1,4.96227E+11,56965,Middle Atlantic,Northeast,44.92262763,Nervous system diseases
NJ,"Endocrine, nutritional and metabolic diseases",2007,3257,8677885,37.5,4.74868E+11,54721.62,Middle Atlantic,Northeast,32.87441596,Endocrine & nutritional diseases
NJ,"Endocrine, nutritional and metabolic diseases",2008,3237,8711090,37.2,4.96227E+11,56965,Middle Atlantic,Northeast,32.66293025,Endocrine & nutritional diseases
NJ,"Endocrine, nutritional and metabolic diseases",2009,2890,8755602,33,4.82459E+11,55102.88,Middle Atlantic,Northeast,31.94038258,Endocrine & nutritional diseases
NJ,Mental and behavioural disorders,2003,1409,8601402,16.4,4.00985E+11,46618.53,Middle Atlantic,Northeast,20.70195026,Mental health
NJ,Mental and behavioural disorders,2004,1628,8634561,18.9,4.14849E+11,48045.13,Middle Atlantic,Northeast,21.01191489,Mental health
NJ,Mental and behavioural disorders,2005,1781,8651974,20.6,4.35737E+11,50362.69,Middle Atlantic,Northeast,24.18341313,Mental health
NJ,Mental and behavioural disorders,2006,2379,8661679,27.5,4.57593E+11,52829.61,Middle Atlantic,Northeast,30.75307563,Mental health
NJ,Diseases of the nervous system,2003,2910,8601402,33.8,4.00985E+11,46618.53,Middle Atlantic,Northeast,37.79283071,Nervous system diseases
NJ,Diseases of the nervous system,2004,2936,8634561,34,4.14849E+11,48045.13,Middle Atlantic,Northeast,38.16563456,Nervous system diseases
NJ,Diseases of the nervous system,2005,3195,8651974,36.9,4.35737E+11,50362.69,Middle Atlantic,Northeast,40.84812847,Nervous system diseases
NJ,Diseases of the respiratory system,2003,6083,8601402,70.7,4.00985E+11,46618.53,Middle Atlantic,Northeast,81.32662818,Respiratory system diseases
NJ,Diseases of the respiratory system,2004,5907,8634561,68.4,4.14849E+11,48045.13,Middle Atlantic,Northeast,77.55768135,Respiratory system diseases
NJ,Diseases of the digestive system,2001,2496,8492671,29.4,3.74E+11,44002.41,Middle Atlantic,Northeast,30.12012308,Digestive system diseases
NJ,Diseases of the nervous system,2009,3324,8755602,38,4.82459E+11,55102.88,Middle Atlantic,Northeast,43.73547977,Nervous system diseases
NJ,Diseases of the genitourinary system,2000,1938,8414350,23,3.61005E+11,42903.54,Middle Atlantic,Northeast,19.3872612,Genitourinary diseases
NJ,Diseases of the musculoskeletal system and connective tissue,1999,429,8359592,5.1,3.36065E+11,40201.11,Middle Atlantic,Northeast,4.783182327,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2000,401,8414350,4.8,3.61005E+11,42903.54,Middle Atlantic,Northeast,4.890877258,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2001,400,8492671,4.7,3.74E+11,44002.41,Middle Atlantic,Northeast,4.932818033,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2002,358,8552643,4.2,3.86133E+11,45147.74,Middle Atlantic,Northeast,5.006515545,Musculoskeletal system diseases
NJ,"Pregnancy, childbirth and the puerperium",2003,10,8601402,0.1,4.00985E+11,46618.53,Middle Atlantic,Northeast,0.224746158,Pregnancy complications
NJ,Diseases of the musculoskeletal system and connective tissue,2006,376,8661679,4.3,4.57593E+11,52829.61,Middle Atlantic,Northeast,4.668544845,Musculoskeletal system diseases
NJ,Diseases of the respiratory system,2001,6193,8492671,72.9,3.74E+11,44002.41,Middle Atlantic,Northeast,80.71370441,Respiratory system diseases
NJ,Diseases of the respiratory system,2002,6222,8552643,72.7,3.86133E+11,45147.74,Middle Atlantic,Northeast,81.57456499,Respiratory system diseases
NJ,Certain conditions originating in the perinatal period,2010,308,8791894,3.5,4.92762E+11,56047.35,Middle Atlantic,Northeast,3.928153935,Perinatal conditions
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2002,583,8552643,6.8,3.86133E+11,45147.74,Middle Atlantic,Northeast,10.42154885,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2003,793,8601402,9.2,4.00985E+11,46618.53,Middle Atlantic,Northeast,10.83872463,Non-classified natural cuases
NJ,Diseases of the digestive system,2002,2363,8552643,27.6,3.86133E+11,45147.74,Middle Atlantic,Northeast,30.14687243,Digestive system diseases
NJ,Diseases of the digestive system,2003,2512,8601402,29.2,4.00985E+11,46618.53,Middle Atlantic,Northeast,30.25218893,Digestive system diseases
NJ,Diseases of the respiratory system,2008,6175,8711090,70.9,4.96227E+11,56965,Middle Atlantic,Northeast,80.59975777,Respiratory system diseases
NJ,Diseases of the respiratory system,2009,5929,8755602,67.7,4.82459E+11,55102.88,Middle Atlantic,Northeast,77.78948743,Respiratory system diseases
NJ,Diseases of the respiratory system,2010,5816,8791894,66.2,4.92762E+11,56047.35,Middle Atlantic,Northeast,76.9024879,Respiratory system diseases
NJ,Diseases of the digestive system,2007,2353,8677885,27.1,4.74868E+11,54721.62,Middle Atlantic,Northeast,29.59553922,Digestive system diseases
NJ,Diseases of the digestive system,2008,2421,8711090,27.8,4.96227E+11,56965,Middle Atlantic,Northeast,29.9568588,Digestive system diseases
NJ,Diseases of the digestive system,2009,2315,8755602,26.4,4.82459E+11,55102.88,Middle Atlantic,Northeast,29.14709859,Digestive system diseases
NJ,Diseases of the digestive system,2010,2438,8791894,27.7,4.92762E+11,56047.35,Middle Atlantic,Northeast,29.57581204,Digestive system diseases
NJ,"Endocrine, nutritional and metabolic diseases",2001,3465,8492671,40.8,3.74E+11,44002.41,Middle Atlantic,Northeast,33.97563078,Endocrine & nutritional diseases
NJ,Codes for special purposes,2001,692,8492671,8.1,3.74E+11,44002.41,Middle Atlantic,Northeast,2.618821085,Special purpose
NJ,External causes of morbidity and mortality,2000,3315,8414350,39.4,3.61005E+11,42903.54,Middle Atlantic,Northeast,53.75132382,Non-natural causes
NJ,External causes of morbidity and mortality,2001,3526,8492671,41.5,3.74E+11,44002.41,Middle Atlantic,Northeast,55.15442901,Non-natural causes
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2004,882,8634561,10.2,4.14849E+11,48045.13,Middle Atlantic,Northeast,10.28874826,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2005,780,8651974,9,4.35737E+11,50362.69,Middle Atlantic,Northeast,10.82815656,Non-classified natural cuases
NJ,Certain conditions originating in the perinatal period,2002,387,8552643,4.5,3.86133E+11,45147.74,Middle Atlantic,Northeast,4.955755041,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2003,378,8601402,4.4,4.00985E+11,46618.53,Middle Atlantic,Northeast,4.956086465,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2004,385,8634561,4.5,4.14849E+11,48045.13,Middle Atlantic,Northeast,4.854078836,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2005,331,8651974,3.8,4.35737E+11,50362.69,Middle Atlantic,Northeast,4.923242907,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2006,373,8661679,4.3,4.57593E+11,52829.61,Middle Atlantic,Northeast,4.840138166,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2007,334,8677885,3.8,4.74868E+11,54721.62,Middle Atlantic,Northeast,4.846443416,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2008,320,8711090,3.7,4.96227E+11,56965,Middle Atlantic,Northeast,4.581807454,Perinatal conditions
NJ,Certain conditions originating in the perinatal period,2009,328,8755602,3.7,4.82459E+11,55102.88,Middle Atlantic,Northeast,4.275494549,Perinatal conditions
NJ,Mental and behavioural disorders,2007,2299,8677885,26.5,4.74868E+11,54721.62,Middle Atlantic,Northeast,29.97033438,Mental health
NJ,Mental and behavioural disorders,2008,2589,8711090,29.7,4.96227E+11,56965,Middle Atlantic,Northeast,34.40285297,Mental health
NJ,Mental and behavioural disorders,2009,2480,8755602,28.3,4.82459E+11,55102.88,Middle Atlantic,Northeast,34.63228819,Mental health
NJ,External causes of morbidity and mortality,2002,3676,8552643,43,3.86133E+11,45147.74,Middle Atlantic,Northeast,57.05724116,Non-natural causes
NJ,External causes of morbidity and mortality,2005,3677,8651974,42.5,4.35737E+11,50362.69,Middle Atlantic,Northeast,59.69410876,Non-natural causes
NJ,Diseases of the skin and subcutaneous tissue,2008,140,8711090,1.6,4.96227E+11,56965,Middle Atlantic,Northeast,1.313586322,Skin diseases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2006,1028,8661679,11.9,4.57593E+11,52829.61,Middle Atlantic,Northeast,10.63241818,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2007,1315,8677885,15.2,4.74868E+11,54721.62,Middle Atlantic,Northeast,11.12102572,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2008,1018,8711090,11.7,4.96227E+11,56965,Middle Atlantic,Northeast,12.66779493,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2009,2298,8755602,26.2,4.82459E+11,55102.88,Middle Atlantic,Northeast,12.98327786,Non-classified natural cuases
NJ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2010,952,8791894,10.8,4.92762E+11,56047.35,Middle Atlantic,Northeast,12.42447105,Non-classified natural cuases
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2000,269,8414350,3.2,3.61005E+11,42903.54,Middle Atlantic,Northeast,3.758769227,Congenital malformalities
NJ,Diseases of the musculoskeletal system and connective tissue,2007,354,8677885,4.1,4.74868E+11,54721.62,Middle Atlantic,Northeast,4.620039251,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2003,410,8601402,4.8,4.00985E+11,46618.53,Middle Atlantic,Northeast,4.994348086,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2004,380,8634561,4.4,4.14849E+11,48045.13,Middle Atlantic,Northeast,4.878327031,Musculoskeletal system diseases
NJ,Diseases of the musculoskeletal system and connective tissue,2005,409,8651974,4.7,4.35737E+11,50362.69,Middle Atlantic,Northeast,4.878913756,Musculoskeletal system diseases
NJ,Mental and behavioural disorders,2010,2969,8791894,33.8,4.92762E+11,56047.35,Middle Atlantic,Northeast,39.13287323,Mental health
NJ,Diseases of the skin and subcutaneous tissue,2006,144,8661679,1.7,4.57593E+11,52829.61,Middle Atlantic,Northeast,1.299970169,Skin diseases
NJ,External causes of morbidity and mortality,2006,3770,8661679,43.5,4.57593E+11,52829.61,Middle Atlantic,Northeast,60.85731401,Non-natural causes
NJ,Diseases of the respiratory system,2007,5758,8677885,66.4,4.74868E+11,54721.62,Middle Atlantic,Northeast,75.45931322,Respiratory system diseases
NJ,Certain infectious and parasitic diseases,2004,3156,8634561,36.6,4.14849E+11,48045.13,Middle Atlantic,Northeast,22.06858976,Infectious & parasitic diseases
NJ,Certain infectious and parasitic diseases,2005,3156,8651974,36.5,4.35737E+11,50362.69,Middle Atlantic,Northeast,22.5053348,Infectious & parasitic diseases
NJ,Certain infectious and parasitic diseases,2006,3091,8661679,35.7,4.57593E+11,52829.61,Middle Atlantic,Northeast,22.45224873,Infectious & parasitic diseases
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2002,250,8552643,2.9,3.86133E+11,45147.74,Middle Atlantic,Northeast,3.715599419,Congenital malformalities
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2003,242,8601402,2.8,4.00985E+11,46618.53,Middle Atlantic,Northeast,3.625547186,Congenital malformalities
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2001,238,8492671,2.8,3.74E+11,44002.41,Middle Atlantic,Northeast,3.664258796,Congenital malformalities
NJ,"Pregnancy, childbirth and the puerperium",2007,36,8677885,0.4,4.74868E+11,54721.62,Middle Atlantic,Northeast,0.288557008,Pregnancy complications
NJ,Diseases of the skin and subcutaneous tissue,2007,151,8677885,1.7,4.74868E+11,54721.62,Middle Atlantic,Northeast,1.293402425,Skin diseases
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2008,219,8711090,2.5,4.96227E+11,56965,Middle Atlantic,Northeast,3.383164795,Congenital malformalities
NJ,External causes of morbidity and mortality,1999,3254,8359592,38.9,3.36065E+11,40201.11,Middle Atlantic,Northeast,54.1531354,Non-natural causes
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2009,187,8755602,2.1,4.82459E+11,55102.88,Middle Atlantic,Northeast,3.221615784,Congenital malformalities
NJ,"Endocrine, nutritional and metabolic diseases",2010,3043,8791894,34.6,4.92762E+11,56047.35,Middle Atlantic,Northeast,32.02993658,Endocrine & nutritional diseases
NJ,Diseases of the respiratory system,2005,6128,8651974,70.8,4.35737E+11,50362.69,Middle Atlantic,Northeast,81.10542718,Respiratory system diseases
NJ,"Pregnancy, childbirth and the puerperium",2010,30,8791894,0.3,4.92762E+11,56047.35,Middle Atlantic,Northeast,0.304731916,Pregnancy complications
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2004,195,8634561,2.3,4.14849E+11,48045.13,Middle Atlantic,Northeast,3.58531764,Congenital malformalities
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2005,231,8651974,2.7,4.35737E+11,50362.69,Middle Atlantic,Northeast,3.522644764,Congenital malformalities
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2010,191,8791894,2.2,4.92762E+11,56047.35,Middle Atlantic,Northeast,3.133000743,Congenital malformalities
NJ,Diseases of the respiratory system,2006,5499,8661679,63.5,4.57593E+11,52829.61,Middle Atlantic,Northeast,75.96389398,Respiratory system diseases
NJ,"Pregnancy, childbirth and the puerperium",2009,37,8755602,0.4,4.82459E+11,55102.88,Middle Atlantic,Northeast,0.348327786,Pregnancy complications
NJ,External causes of morbidity and mortality,2003,3568,8601402,41.5,4.00985E+11,46618.53,Middle Atlantic,Northeast,57.51549028,Non-natural causes
NJ,Diseases of the skin and subcutaneous tissue,2005,175,8651974,2,4.35737E+11,50362.69,Middle Atlantic,Northeast,1.437656435,Skin diseases
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2006,215,8661679,2.5,4.57593E+11,52829.61,Middle Atlantic,Northeast,3.515317077,Congenital malformalities
NJ,"Congenital malformations, deformations and chromosomal abnormalities",2007,174,8677885,2,4.74868E+11,54721.62,Middle Atlantic,Northeast,3.459468925,Congenital malformalities
NJ,"Pregnancy, childbirth and the puerperium",2008,28,8711090,0.3,4.96227E+11,56965,Middle Atlantic,Northeast,0.294530301,Pregnancy complications
NJ,Diseases of the skin and subcutaneous tissue,2004,162,8634561,1.9,4.14849E+11,48045.13,Middle Atlantic,Northeast,1.436232742,Skin diseases
NM,Diseases of the nervous system,2004,648,1903808,34,69956600000,36745.62,Mountain,West,38.16563456,Nervous system diseases
NM,Diseases of the genitourinary system,2004,313,1903808,16.4,69956600000,36745.62,Mountain,West,20.60276928,Genitourinary diseases
NM,Diseases of the genitourinary system,2003,305,1877574,16.2,62651100000,33368.11,Mountain,West,20.70987835,Genitourinary diseases
NM,Diseases of the digestive system,2009,862,2036802,42.3,82461500000,40485.77,Mountain,West,29.14709859,Digestive system diseases
NM,Neoplasms,1999,2941,1808082,162.7,53017300000,29322.4,Mountain,West,201.7863607,Neoplasms
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1999,42,1808082,2.3,53017300000,29322.4,Mountain,West,3.254489643,Blood diseases
NM,Diseases of the digestive system,2000,722,1819046,39.7,5.51E+10,30293.35,Mountain,West,29.85375275,Digestive system diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2000,32,1819046,1.8,5.51E+10,30293.35,Mountain,West,3.315586411,Blood diseases
NM,Diseases of the nervous system,2002,605,1855309,32.6,57808300000,31158.31,Mountain,West,35.83274432,Nervous system diseases
NM,Diseases of the genitourinary system,2005,343,1932274,17.8,73911400000,38250.99,Mountain,West,21.2417848,Genitourinary diseases
NM,Mental and behavioural disorders,2007,655,1990070,32.9,80799800000,40601.49,Mountain,West,29.97033438,Mental health
NM,Diseases of the digestive system,1999,657,1808082,36.3,53017300000,29322.4,Mountain,West,29.70038349,Digestive system diseases
NM,Diseases of the digestive system,2001,727,1831690,39.7,55789700000,30458.05,Mountain,West,30.12012308,Digestive system diseases
NM,Diseases of the nervous system,2003,678,1877574,36.1,62651100000,33368.11,Mountain,West,37.79283071,Nervous system diseases
NM,Diseases of the digestive system,2003,782,1877574,41.6,62651100000,33368.11,Mountain,West,30.25218893,Digestive system diseases
NM,Diseases of the digestive system,2004,707,1903808,37.1,69956600000,36745.62,Mountain,West,29.4861468,Digestive system diseases
NM,Diseases of the circulatory system,2000,4364,1819046,239.9,5.51E+10,30293.35,Mountain,West,334.5603096,Circulatory system diseases
NM,Diseases of the digestive system,2002,717,1855309,38.6,57808300000,31158.31,Mountain,West,30.14687243,Digestive system diseases
NM,Diseases of the digestive system,2006,806,1962137,41.1,77610400000,39554.02,Mountain,West,29.36089076,Digestive system diseases
NM,Diseases of the digestive system,2007,835,1990070,42,80799800000,40601.49,Mountain,West,29.59553922,Digestive system diseases
NM,Diseases of the respiratory system,2001,1431,1831690,78.1,55789700000,30458.05,Mountain,West,80.71370441,Respiratory system diseases
NM,Diseases of the circulatory system,2001,4589,1831690,250.5,55789700000,30458.05,Mountain,West,325.2982417,Circulatory system diseases
NM,Diseases of the respiratory system,1999,1466,1808082,81.1,53017300000,29322.4,Mountain,West,82.37631222,Respiratory system diseases
NM,Diseases of the respiratory system,2000,1291,1819046,71,5.51E+10,30293.35,Mountain,West,82.11123408,Respiratory system diseases
NM,Diseases of the genitourinary system,2010,396,2059179,19.2,84611500000,41089.92,Mountain,West,21.27188636,Genitourinary diseases
NM,Diseases of the genitourinary system,2007,363,1990070,18.2,80799800000,40601.49,Mountain,West,21.49279308,Genitourinary diseases
NM,Diseases of the genitourinary system,2008,380,2010662,18.9,84688400000,42119.66,Mountain,West,20.76003047,Genitourinary diseases
NM,Diseases of the genitourinary system,2009,379,2036802,18.6,82461500000,40485.77,Mountain,West,20.71183079,Genitourinary diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2002,58,1855309,3.1,57808300000,31158.31,Mountain,West,3.358885186,Blood diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2003,46,1877574,2.4,62651100000,33368.11,Mountain,West,3.313233959,Blood diseases
NM,Diseases of the digestive system,2008,901,2010662,44.8,84688400000,42119.66,Mountain,West,29.9568588,Digestive system diseases
NM,Diseases of the nervous system,1999,469,1808082,25.9,53017300000,29322.4,Mountain,West,30.13078748,Nervous system diseases
NM,Diseases of the digestive system,2010,876,2059179,42.5,84611500000,41089.92,Mountain,West,29.57581204,Digestive system diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2007,62,1990070,3.1,80799800000,40601.49,Mountain,West,3.235056586,Blood diseases
NM,Diseases of the respiratory system,2002,1475,1855309,79.5,57808300000,31158.31,Mountain,West,81.57456499,Respiratory system diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2005,57,1932274,2.9,73911400000,38250.99,Mountain,West,3.245502971,Blood diseases
NM,Diseases of the respiratory system,2004,1320,1903808,69.3,69956600000,36745.62,Mountain,West,77.55768135,Respiratory system diseases
NM,Diseases of the respiratory system,2005,1497,1932274,77.5,73911400000,38250.99,Mountain,West,81.10542718,Respiratory system diseases
NM,Certain infectious and parasitic diseases,2003,301,1877574,16,62651100000,33368.11,Mountain,West,22.28860112,Infectious & parasitic diseases
NM,Diseases of the respiratory system,2003,1523,1877574,81.1,62651100000,33368.11,Mountain,West,81.32662818,Respiratory system diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2001,53,1831690,2.9,55789700000,30458.05,Mountain,West,3.345978512,Blood diseases
NM,Mental and behavioural disorders,2002,429,1855309,23.1,57808300000,31158.31,Mountain,West,19.39607564,Mental health
NM,Diseases of the nervous system,2000,536,1819046,29.5,5.51E+10,30293.35,Mountain,West,32.34076597,Nervous system diseases
NM,Diseases of the nervous system,2001,592,1831690,32.3,55789700000,30458.05,Mountain,West,33.87175982,Nervous system diseases
NM,Mental and behavioural disorders,2005,631,1932274,32.7,73911400000,38250.99,Mountain,West,24.18341313,Mental health
NM,Mental and behavioural disorders,2006,693,1962137,35.3,77610400000,39554.02,Mountain,West,30.75307563,Mental health
NM,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1999,138,1808082,7.6,53017300000,29322.4,Mountain,West,9.558480484,Non-classified natural cuases
NM,Mental and behavioural disorders,2008,789,2010662,39.2,84688400000,42119.66,Mountain,West,34.40285297,Mental health
NM,Diseases of the nervous system,2005,662,1932274,34.3,73911400000,38250.99,Mountain,West,40.84812847,Nervous system diseases
NM,Diseases of the nervous system,2006,715,1962137,36.4,77610400000,39554.02,Mountain,West,41.2108842,Nervous system diseases
NM,Diseases of the nervous system,2007,699,1990070,35.1,80799800000,40601.49,Mountain,West,42.15931054,Nervous system diseases
NM,Diseases of the respiratory system,2006,1508,1962137,76.9,77610400000,39554.02,Mountain,West,75.96389398,Respiratory system diseases
NM,Diseases of the digestive system,2005,717,1932274,37.1,73911400000,38250.99,Mountain,West,29.57228132,Digestive system diseases
NM,Diseases of the skin and subcutaneous tissue,1999,13,1808082,0.7,53017300000,29322.4,Mountain,West,1.3380357,Skin diseases
NM,Diseases of the genitourinary system,1999,241,1808082,13.3,53017300000,29322.4,Mountain,West,19.03919439,Genitourinary diseases
NM,Diseases of the circulatory system,1999,4581,1808082,253.4,53017300000,29322.4,Mountain,West,342.0077499,Circulatory system diseases
NM,Diseases of the genitourinary system,2000,238,1819046,13.1,5.51E+10,30293.35,Mountain,West,19.3872612,Genitourinary diseases
NM,Diseases of the genitourinary system,2001,276,1831690,15.1,55789700000,30458.05,Mountain,West,20.01130263,Genitourinary diseases
NM,Diseases of the genitourinary system,2002,327,1855309,17.6,57808300000,31158.31,Mountain,West,20.2812554,Genitourinary diseases
NM,Diseases of the musculoskeletal system and connective tissue,2006,141,1962137,7.2,77610400000,39554.02,Mountain,West,4.668544845,Musculoskeletal system diseases
NM,Diseases of the musculoskeletal system and connective tissue,2007,125,1990070,6.3,80799800000,40601.49,Mountain,West,4.620039251,Musculoskeletal system diseases
NM,Diseases of the musculoskeletal system and connective tissue,2008,138,2010662,6.9,84688400000,42119.66,Mountain,West,4.561419019,Musculoskeletal system diseases
NM,Diseases of the genitourinary system,2006,373,1962137,19,77610400000,39554.02,Mountain,West,21.30874011,Genitourinary diseases
NM,Certain infectious and parasitic diseases,1999,279,1808082,15.4,53017300000,29322.4,Mountain,West,21.49654669,Infectious & parasitic diseases
NM,Diseases of the nervous system,2008,763,2010662,37.9,84688400000,42119.66,Mountain,West,44.92262763,Nervous system diseases
NM,Diseases of the respiratory system,2007,1489,1990070,74.8,80799800000,40601.49,Mountain,West,75.45931322,Respiratory system diseases
NM,Certain infectious and parasitic diseases,2002,276,1855309,14.9,57808300000,31158.31,Mountain,West,22.24457438,Infectious & parasitic diseases
NM,Diseases of the respiratory system,2008,1624,2010662,80.8,84688400000,42119.66,Mountain,West,80.59975777,Respiratory system diseases
NM,Diseases of the respiratory system,2009,1596,2036802,78.4,82461500000,40485.77,Mountain,West,77.78948743,Respiratory system diseases
NM,Diseases of the respiratory system,2010,1613,2059179,78.3,84611500000,41089.92,Mountain,West,76.9024879,Respiratory system diseases
NM,Neoplasms,2002,3151,1855309,169.8,57808300000,31158.31,Mountain,West,198.3727482,Neoplasms
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2004,52,1903808,2.7,69956600000,36745.62,Mountain,West,3.223388173,Blood diseases
NM,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2006,56,1962137,2.9,77610400000,39554.02,Mountain,West,2.964347781,Blood diseases
NM,Certain infectious and parasitic diseases,2009,472,2036802,23.2,82461500000,40485.77,Mountain,West,22.67420325,Infectious & parasitic diseases
NM,Certain infectious and parasitic diseases,2010,422,2059179,20.5,84611500000,41089.92,Mountain,West,21.88954711,Infectious & parasitic diseases
NM,"Endocrine, nutritional and metabolic diseases",2002,739,1855309,39.8,57808300000,31158.31,Mountain,West,34.57902938,Endocrine & nutritional diseases
NM,"Endocrine, nutritional and metabolic diseases",2003,739,1877574,39.4,62651100000,33368.11,Mountain,West,34.62263129,Endocrine & nutritional diseases
NM,Certain infectious and parasitic diseases,2000,243,1819046,13.4,5.51E+10,30293.35,Mountain,West,20.96745091,Infectious & parasitic diseases
NM,Certain infectious and parasitic diseases,2001,267,1831690,14.6,55789700000,30458.05,Mountain,West,21.17283267,Infectious & parasitic diseases
NM,Mental and behavioural disorders,1999,369,1808082,20.4,53017300000,29322.4,Mountain,West,15.09746797,Mental health
NM,Mental and behavioural disorders,2000,408,1819046,22.4,5.51E+10,30293.35,Mountain,West,16.35089487,Mental health
NM,Mental and behavioural disorders,2001,442,1831690,24.1,55789700000,30458.05,Mountain,West,17.83036331,Mental health
NM,Mental and behavioural disorders,2003,498,1877574,26.5,62651100000,33368.11,Mountain,West,20.70195026,Mental health
NM,Mental and behavioural disorders,2004,538,1903808,28.3,69956600000,36745.62,Mountain,West,21.01191489,Mental health
NM,"Congenital malformations, deformations and chromosomal abnormalities",1999,91,1808082,5,53017300000,29322.4,Mountain,West,3.724553377,Congenital malformalities
NM,Diseases of the skin and subcutaneous tissue,2000,23,1819046,1.3,5.51E+10,30293.35,Mountain,West,1.340926806,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2001,29,1831690,1.6,55789700000,30458.05,Mountain,West,1.32313522,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2002,25,1855309,1.3,57808300000,31158.31,Mountain,West,1.373632013,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2003,24,1877574,1.3,62651100000,33368.11,Mountain,West,1.431331321,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2004,25,1903808,1.3,69956600000,36745.62,Mountain,West,1.436232742,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2005,18,1932274,0.9,73911400000,38250.99,Mountain,West,1.437656435,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2006,31,1962137,1.6,77610400000,39554.02,Mountain,West,1.299970169,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2007,37,1990070,1.9,80799800000,40601.49,Mountain,West,1.293402425,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2008,35,2010662,1.7,84688400000,42119.66,Mountain,West,1.313586322,Skin diseases
NM,Diseases of the skin and subcutaneous tissue,2009,35,2036802,1.7,82461500000,40485.77,Mountain,West,1.310835377,Skin diseases
NM,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2008,91,2010662,4.5,84688400000,42119.66,Mountain,West,12.66779493,Non-classified natural cuases
NM,"Pregnancy, childbirth and the puerperium",2007,10,1990070,0.5,80799800000,40601.49,Mountain,West,0.288557008,Pregnancy complications
